Date,AAPL,ADBE,COP,CSCO,CVX,EMR,EOG,FB,GE,GOOG,IBM,INTC,MSFT,NVDA,ORCL,OXY,PSX,SLB,VLO,XOM
2018-08-29,222.979995728,268.359985352,73.5400009155,47.4799995422,120.220001221,76.8000030518,118.779998779,175.899993896,12.471154213,1249.30004883,147.539993286,48.75,112.019996643,278.489990234,48.8899993896,80.2300033569,120.440002441,64.4899978638,120.61000061,80.8600006104
2018-08-30,225.029998779,266.429992676,73.5599975586,47.1500015259,119.809997559,76.3600006104,118.910003662,177.63999939,12.278845787,1239.11999512,145.929992676,48.2400016785,111.949996948,277.809997559,48.3800010681,80.1299972534,119.550003052,64.3399963379,119.050003052,80.5100021362
2018-08-31,227.630004883,263.510009766,73.4300003052,47.7700004578,118.459999084,76.7300033569,118.230003357,175.729995728,12.4423074722,1218.18994141,146.479995728,48.4300003052,112.330001831,280.679992676,48.5800018311,79.8700027466,118.510002136,63.1599998474,117.879997253,80.1699981689
2018-09-04,228.36000061,266.679992676,73.1100006104,47.7299995422,118.870002747,76.4000015259,117.680000305,171.160003662,12.1826925278,1197.0,145.679992676,47.9599990845,111.709999084,283.700012207,48.5800018311,79.2699966431,118.959999084,61.9199981689,120.239997864,80.2900009155
2018-09-05,226.869995117,256.140014648,73.0,47.2700004578,118.919998169,77.2699966431,117.88999939,167.179992676,12.0769233704,1186.47998047,146.660003662,47.7200012207,108.489997864,278.420013428,48.0400009155,79.1399993896,117.989997864,61.0200004578,116.910003662,81.3600006104
2018-09-06,223.100006104,259.75,70.5400009155,47.2799987793,115.230003357,76.2099990845,115.5,162.529998779,12.028845787,1171.43994141,146.38999939,47.2599983215,108.739997864,272.720001221,47.7099990845,77.5699996948,116.699996948,60.2099990845,116.069999695,80.4599990845
2018-09-07,221.300003052,260.869995117,70.2200012207,47.0499992371,114.599998474,75.7900009155,114.470001221,163.039993286,11.9230766296,1164.82995605,145.449996948,46.4500007629,108.209999084,271.859985352,47.8100013733,76.6500015259,114.300003052,59.7000007629,115.080001831,81.8300018311
2018-09-10,218.330001831,265.369995117,71.1500015259,47.0699996948,114.480003357,76.2699966431,114.319999695,164.179992676,12.028845787,1164.64001465,145.649993896,46.2999992371,109.379997253,274.730010986,48.8600006104,76.8799972534,113.949996948,59.9799995422,115.25,81.7099990845
2018-09-11,223.850006104,267.0,71.4700012207,47.0299987793,115.019996643,76.2200012207,116.220001221,165.940002441,11.8557691574,1177.35998535,146.490005493,44.9300003052,111.239997864,272.799987793,48.9199981689,77.1200027466,112.550003052,60.3199996948,115.099998474,82.8600006104
2018-09-12,221.070007324,267.790008545,71.9700012207,46.8899993896,115.790000916,77.1100006104,116.940002441,162.0,12.125,1162.81994629,146.570007324,44.9300003052,111.709999084,268.200012207,49.3400001526,75.7399978638,112.160003662,60.8199996948,116.309997559,83.1299972534
2018-09-13,226.410003662,268.519989014,72.5500030518,47.2400016785,116.300003052,77.75,116.620002747,161.36000061,12.221154213,1175.32995605,148.949996948,45.5699996948,112.910003662,271.339996338,48.9599990845,76.6399993896,113.019996643,61.0200004578,116.830001831,82.3199996948
2018-09-14,223.839996338,274.690002441,73.5,47.4000015259,117.379997253,77.5400009155,117.819999695,162.320007324,12.1923074722,1172.5300293,148.330001831,45.5400009155,113.370002747,276.429992676,49.25,77.5800018311,113.599998474,61.2299995422,117.129997253,82.9199981689
2018-09-17,217.880004883,268.25,74.2399978638,47.1100006104,117.510002136,77.7699966431,117.540000916,160.580001831,12.2115383148,1156.05004883,147.940002441,45.4199981689,112.13999939,273.929992676,49.1800003052,77.5999984741,112.809997559,60.9700012207,115.459999084,83.4100036621
2018-09-18,218.240005493,270.790008545,75.0400009155,47.4599990845,118.129997253,78.4100036621,119.449996948,160.300003052,12.1730766296,1161.2199707,148.559997559,46.0999984741,113.209999084,271.019989014,49.0299987793,78.8799972534,113.300003052,60.9900016785,115.330001831,83.6299972534
2018-09-19,218.369995117,264.880004883,75.5299987793,47.2799987793,119.510002136,77.4100036621,120.169998169,163.059997559,12.3653850555,1171.08996582,149.059997559,46.1500015259,111.699996948,271.980010986,49.4300003052,79.3799972534,109.36000061,61.2299995422,109.699996948,84.6299972534
2018-09-20,220.029998779,266.339996338,75.3600006104,47.7299995422,119.419998169,78.3799972534,119.209999084,166.020004272,11.9807691574,1186.86999512,151.149993896,47.2000007629,113.569999695,266.279998779,50.4300003052,79.2300033569,110.330001831,61.5699996948,110.480003357,84.8199996948
2018-09-21,217.660003662,260.880004883,76.2799987793,48.5600013733,121.129997253,78.0100021362,119.459999084,162.929992676,11.7019233704,1166.08996582,151.350006104,46.6599998474,114.260002136,263.450012207,51.0999984741,79.5999984741,111.660003662,61.1300010681,112.239997864,85.1699981689
2018-09-24,220.789993286,264.089996338,77.0599975586,48.4399986267,122.620002747,77.4800033569,123.989997864,165.410003662,11.2884616852,1173.36999512,150.029998779,46.9099998474,114.669998169,265.700012207,51.2400016785,80.75,113.459999084,61.5999984741,114.959999084,86.5999984741
2018-09-25,222.190002441,267.839996338,78.1100006104,48.4700012207,123.370002747,77.2099990845,125.63999939,164.910003662,10.8365383148,1184.65002441,148.910003662,45.9099998474,114.449996948,268.410003662,51.7200012207,81.3099975586,114.879997253,62.5299987793,116.760002136,86.5
2018-09-26,220.419998169,268.470001221,77.2799987793,48.4099998474,121.949996948,76.6500015259,125.309997559,166.949996948,10.9519233704,1180.48999023,151.61000061,45.7000007629,113.980003357,266.920013428,51.6300010681,81.0100021362,113.88999939,60.8800010681,116.519996643,85.7799987793
2018-09-27,224.949996948,269.910003662,77.5199966431,48.3300018311,122.470001221,76.7900009155,127.0,168.839996338,11.0865383148,1194.64001465,151.5,45.8800010681,114.410003662,267.399993896,51.6899986267,81.1699981689,112.879997253,61.1699981689,115.290000916,85.7699966431
2018-09-28,225.740005493,269.950012207,77.4000015259,48.6500015259,122.279998779,76.5800018311,127.569999695,164.460006714,10.8557691574,1193.4699707,151.210006714,47.2900009155,114.370002747,281.019989014,51.5600013733,82.1699981689,112.720001221,60.9199981689,113.75,85.0199966431
2018-10-01,227.259994507,275.489990234,79.8899993896,48.8699989319,124.38999939,77.6399993896,129.490005493,162.440002441,11.625,1195.31005859,153.0,46.4500007629,115.61000061,289.359985352,51.7999992371,83.1299972534,114.480003357,61.5900001526,113.879997253,85.8099975586
2018-10-02,229.279998779,272.0,78.2799987793,49.0099983215,124.739997864,77.8600006104,130.0,159.330001831,11.846154213,1200.10998535,153.75,48.0999984741,115.150001526,286.480010986,50.2299995422,82.8700027466,114.690002441,61.8899993896,115.519996643,86.4599990845
2018-10-03,232.070007324,270.510009766,78.5699996948,49.1399993896,125.309997559,78.5199966431,130.380004883,162.429992676,12.0,1202.94995117,153.220001221,48.7599983215,115.169998169,286.730010986,49.75,82.4499969482,118.470001221,62.6199989319,119.989997864,86.1500015259
2018-10-04,227.990005493,263.709991455,78.2799987793,48.3800010681,124.949996948,78.1600036621,130.229995728,158.850006104,12.1730766296,1168.18994141,151.309997559,48.1300010681,112.790000916,279.290008545,49.4700012207,82.1800003052,117.699996948,62.8499984741,117.220001221,85.5800018311
2018-10-05,224.289993286,263.220001221,78.3899993896,48.1300010681,125.330001831,78.0599975586,131.050003052,157.330001831,12.6730766296,1157.34997559,149.029998779,47.0299987793,112.129997253,269.859985352,49.3499984741,81.4000015259,118.370002747,63.0,117.11000061,85.3399963379
2018-10-08,223.770004272,254.690002441,78.2799987793,47.5200004578,124.839996338,77.9000015259,129.830001831,157.25,13.0865383148,1148.9699707,148.38999939,47.0299987793,110.849998474,265.769989014,49.3600006104,81.75,118.13999939,62.9399986267,116.180000305,86.1299972534
2018-10-09,226.869995117,254.160003662,79.4000015259,47.4900016785,126.819999695,75.9800033569,132.350006104,157.899993896,13.028845787,1138.81994629,147.240005493,46.5499992371,112.260002136,265.540008545,48.8699989319,82.2300033569,117.680000305,63.1100006104,115.660003662,86.5100021362
2018-10-10,216.36000061,237.910003662,75.0899963379,45.6300010681,122.599998474,73.3499984741,126.470001221,151.380004883,12.7692308426,1081.2199707,142.690002441,44.7999992371,106.160003662,245.690002441,47.4000015259,77.9199981689,113.050003052,60.8199996948,110.839996338,84.5199966431
2018-10-11,214.449996948,238.589996338,72.7900009155,44.1199989319,118.430000305,71.1999969482,121.620002747,153.350006104,12.2307691574,1079.31994629,139.020004272,44.2299995422,105.910003662,235.130004883,46.7799987793,76.5299987793,109.459999084,59.1199989319,106.88999939,81.5999984741
2018-10-12,222.11000061,248.869995117,73.8300018311,45.7099990845,117.769996643,71.9199981689,122.180000305,153.740005493,11.846154213,1110.07995605,140.850006104,44.8800010681,109.569999695,246.539993286,47.3800010681,76.9599990845,109.459999084,59.3300018311,108.25,81.3799972534
2018-10-15,217.36000061,238.009994507,73.2699966431,44.6699981689,116.940002441,71.4199981689,122.569999695,153.520004272,11.6826925278,1092.25,141.130004883,44.5299987793,107.599998474,235.380004883,47.1199989319,72.2399978638,107.209999084,59.5499992371,103.790000916,80.8199996948
2018-10-16,222.149993896,260.670013428,73.8000030518,45.8199996948,117.510002136,73.5699996948,122.260002136,158.779998779,11.6346149445,1121.2800293,145.119995117,45.9399986267,111.0,245.830001831,48.2299995422,73.1200027466,109.86000061,59.6800003052,105.910003662,81.1999969482
2018-10-17,221.190002441,258.910003662,72.4800033569,45.9399986267,117.290000916,74.0,120.13999939,159.419998169,11.721154213,1115.68994141,134.050003052,45.8899993896,110.709999084,243.059997559,47.8600006104,72.9199981689,108.779998779,59.2400016785,103.739997864,81.5
2018-10-18,216.020004272,250.350006104,72.5899963379,45.4599990845,117.470001221,72.4400024414,118.550003052,154.919998169,11.903845787,1087.9699707,130.550003052,44.9700012207,108.5,239.529998779,47.3800010681,71.9000015259,109.120002747,58.4300003052,103.38999939,81.8499984741
2018-10-19,219.309997559,245.029998779,72.4899978638,45.3400001526,118.13999939,72.2699966431,117.669998169,154.050003052,12.0769233704,1096.45996094,129.100006104,44.0,108.660003662,229.169998169,47.5900001526,72.1800003052,102.769996643,58.4700012207,92.7600021362,81.9700012207
2018-10-22,220.649993896,251.059997559,72.0500030518,45.7599983215,117.209999084,71.7200012207,116.25,154.779998779,11.903845787,1101.16003418,130.020004272,45.0099983215,109.629997253,231.220001221,47.9399986267,72.2900009155,103.150001526,56.8100013733,92.8499984741,81.1500015259
2018-10-23,222.729995728,251.759994507,69.2200012207,45.4199981689,113.400001526,68.9700012207,111.120002747,154.38999939,12.2019233704,1103.68994141,131.210006714,44.5,108.099998474,221.059997559,47.9900016785,70.6399993896,99.8000030518,55.0900001526,91.6600036621,79.8399963379
2018-10-24,215.089996338,238.440002441,65.6900024414,44.0699996948,110.209999084,66.0100021362,106.13999939,146.039993286,11.7019233704,1050.70996094,127.209999084,42.4199981689,102.319999695,199.410003662,46.7599983215,68.2300033569,95.3000030518,53.0099983215,86.6900024414,77.6200027466
2018-10-25,219.800003052,252.919998169,68.0199966431,45.4700012207,111.580001831,67.0999984741,107.120002747,150.949996948,11.346154213,1095.56994629,126.449996948,44.3100013733,108.300003052,207.839996338,47.9599990845,68.6500015259,98.4899978638,53.2999992371,87.3799972534,78.3099975586
2018-10-26,216.300003052,245.800003052,68.4800033569,44.25,111.529998779,66.25,106.559997559,145.369995117,10.8653850555,1071.4699707,124.790000916,45.6899986267,106.959999084,198.289993286,47.3199996948,67.9100036621,99.4499969482,52.9000015259,85.7900009155,77.5299987793
2018-10-29,212.240005493,239.75,67.3499984741,43.8400001526,108.930000305,66.3300018311,102.040000916,142.089996338,10.7307691574,1020.08001709,119.63999939,45.4000015259,103.849998474,185.619995117,47.0200004578,66.4599990845,98.5199966431,51.4500007629,87.3799972534,77.0500030518
2018-10-30,213.300003052,238.410003662,69.5199966431,44.5800018311,110.849998474,67.8099975586,105.510002136,146.220001221,9.78846168518,1036.20996094,115.400001526,47.7599983215,103.730003357,203.0,48.5699996948,67.5500030518,102.059997559,52.3199996948,90.0999984741,78.7799987793
2018-10-31,218.86000061,245.759994507,69.9000015259,45.75,111.650001526,67.8799972534,105.339996338,151.789993286,9.71153831482,1076.77001953,115.430000305,46.8800010681,106.809997559,210.830001831,48.8400001526,67.0699996948,102.819999695,51.3100013733,91.0899963379,79.6800003052
2018-11-01,222.220001221,245.279998779,69.5800018311,45.6500015259,111.169998169,69.9499969482,106.88999939,151.75,9.21153831482,1070.0,116.830001831,48.2200012207,105.919998169,218.11000061,48.5900001526,68.3499984741,102.5,51.6599998474,92.5100021362,80.6699981689
2018-11-02,207.479995728,239.63999939,67.8399963379,45.4799995422,114.730003357,69.6200027466,102.349998474,150.350006104,8.93269252777,1057.79003906,115.669998169,47.1100006104,106.160003662,214.919998169,48.8300018311,68.3099975586,99.0100021362,51.4000015259,91.8300018311,81.9499969482
2018-11-05,201.589996338,239.88999939,69.0299987793,46.1399993896,118.940002441,70.3499984741,106.349998474,148.679992676,8.92307662964,1040.08996582,120.059997559,47.9700012207,107.510002136,211.770004272,49.0200004578,69.9499969482,100.519996643,51.9599990845,91.1500015259,81.6399993896
2018-11-06,203.770004272,240.559997559,69.5,46.5,118.900001526,70.5299987793,107.330001831,149.940002441,9.05769252777,1055.81005859,123.120002747,47.25,107.720001221,211.059997559,49.25,73.3399963379,100.879997253,52.0800018311,91.2799987793,81.9899978638
2018-11-07,209.949996948,253.429992676,70.0299987793,47.9000015259,120.870002747,69.8700027466,109.150001526,151.529998779,8.84615421295,1093.39001465,124.839996338,48.7200012207,111.959999084,213.789993286,50.2599983215,73.7200012207,103.120002747,52.3199996948,92.5899963379,83.0299987793
2018-11-08,208.490005493,249.960006714,66.9100036621,48.4399986267,119.36000061,69.7600021362,104.849998474,147.869995117,8.75,1082.40002441,123.379997253,48.9900016785,111.75,205.990005493,50.4300003052,72.6299972534,98.6699981689,51.5800018311,88.6999969482,81.7099990845
2018-11-09,204.470001221,244.839996338,66.7300033569,47.1100006104,119.510002136,68.4899978638,105.510002136,144.960006714,8.25,1066.15002441,123.540000916,48.1100006104,109.569999695,205.669998169,50.6100006104,73.5500030518,99.7399978638,50.4000015259,87.5800018311,80.8700027466
2018-11-12,194.169998169,236.669998169,65.1399993896,45.6199989319,117.38999939,67.0100021362,101.25,141.550003052,7.68269252777,1038.63000488,120.900001526,46.6500015259,106.870002747,189.539993286,49.2200012207,72.1600036621,97.6699981689,49.4500007629,85.9700012207,79.8300018311
2018-11-13,192.229995728,238.740005493,63.7200012207,45.1199989319,115.349998474,66.7600021362,98.5199966431,142.160003662,8.27884578705,1036.05004883,120.839996338,47.3899993896,106.940002441,199.309997559,49.5099983215,70.7799987793,94.8000030518,47.3400001526,83.5699996948,78.0
2018-11-14,186.800003052,235.220001221,64.1200027466,44.3300018311,115.720001221,67.4000015259,98.0699996948,144.220001221,8.0,1043.66003418,120.199996948,47.0900001526,104.970001221,197.190002441,48.8400001526,70.9499969482,95.5999984741,47.8100013733,82.3399963379,77.3899993896
2018-11-15,191.410003662,239.949996948,65.2099990845,46.7700004578,116.949996948,68.8099975586,101.589996338,143.850006104,7.85576915741,1064.70996094,121.440002441,48.1100006104,107.279998779,202.38999939,50.6300010681,72.5899963379,96.2300033569,48.0800018311,83.2699966431,78.1900024414
2018-11-16,193.529998779,238.88999939,66.1200027466,46.3499984741,119.059997559,69.6200027466,105.199996948,139.529998779,7.71153831482,1061.48999023,121.569999695,48.8300018311,108.290000916,164.429992676,51.1699981689,73.3799972534,96.6100006104,48.2200012207,83.9499969482,78.9599990845
2018-11-19,185.86000061,219.690002441,66.4400024414,45.75,119.419998169,68.4599990845,105.709999084,131.550003052,7.53846168518,1020.0,120.309997559,48.0,104.620002747,144.699996948,49.5499992371,73.3600006104,94.9000015259,48.3100013733,80.6900024414,79.2200012207
2018-11-20,176.979995728,219.729995728,63.9900016785,44.4900016785,116.099998474,67.1100006104,102.36000061,132.429992676,7.35576915741,1025.76000977,117.199996948,47.3899993896,101.709999084,149.080001831,48.3300018311,70.3000030518,92.5400009155,46.9000015259,78.6100006104,76.9700012207
2018-11-21,176.779998779,225.979995728,65.4800033569,44.8899993896,117.569999695,67.2799987793,106.0,134.820007324,7.5096154213,1037.60998535,118.569999695,47.0299987793,103.11000061,144.710006714,48.6199989319,72.0800018311,93.6500015259,47.6399993896,79.1999969482,77.5599975586
2018-11-23,172.289993286,225.559997559,63.7999992371,44.5400009155,113.599998474,65.8099975586,100.699996948,131.729995728,7.27884626389,1023.88000488,117.190002441,46.5400009155,103.069999695,145.0,48.7000007629,69.8300018311,89.0,46.3699989319,77.0299987793,75.4899978638
2018-11-26,174.619995117,231.960006714,64.6999969482,45.5699996948,114.980003357,66.6200027466,102.540000916,136.380004883,7.28846168518,1048.61999512,119.559997559,47.4500007629,106.470001221,153.050003052,48.2599983215,70.6399993896,92.0699996948,46.6300010681,78.7799987793,76.9800033569
2018-11-27,174.240005493,232.25,65.2799987793,46.1199989319,115.209999084,66.75,101.949996948,135.0,7.15384626389,1044.41003418,120.029998779,48.0699996948,107.13999939,153.729995728,47.4399986267,69.3799972534,91.2600021362,46.2000007629,77.4300003052,77.0500030518
2018-11-28,180.940002441,249.210006714,66.3499984741,47.2900009155,118.13999939,68.0699996948,103.769996643,136.759994507,7.44230747223,1086.22998047,123.0,48.8600006104,111.120002747,160.070007324,48.1899986267,70.7099990845,92.6299972534,46.4099998474,79.4199981689,78.4499969482
2018-11-29,179.550003052,249.089996338,66.8700027466,47.3400001526,118.849998474,67.3300018311,105.470001221,138.679992676,7.6346154213,1088.30004883,121.480003357,47.7000007629,110.190002441,157.36000061,47.9000015259,70.9100036621,92.6800003052,45.9000015259,79.4700012207,79.0599975586
2018-11-30,178.580001831,250.88999939,66.1800003052,47.8699989319,118.940002441,67.5199966431,103.309997559,140.61000061,7.21153831482,1094.43005371,124.269996643,49.3100013733,110.88999939,163.429992676,48.7599983215,70.2699966431,93.5199966431,45.0999984741,79.9000015259,79.5
2018-12-03,184.820007324,255.259994507,69.1100006104,48.7400016785,120.669998169,68.8600006104,108.11000061,141.089996338,7.5096154213,1106.43005371,125.309997559,50.1300010681,112.089996338,170.039993286,49.8300018311,71.3199996948,92.0899963379,46.2999992371,81.3000030518,81.2200012207
2018-12-04,176.690002441,245.820007324,66.9199981689,47.3499984741,117.239997864,65.6500015259,104.069999695,137.929992676,7.0,1050.81994629,121.599998474,47.75,108.519996643,157.11000061,48.75,69.6699981689,91.4000015259,44.1199989319,79.5100021362,79.4300003052
2018-12-06,174.720001221,250.630004883,66.6100006104,48.3899993896,115.910003662,63.7900009155,102.129997253,139.630004883,7.06730747223,1068.72998047,123.910003662,48.3699989319,109.190002441,158.289993286,46.6800003052,67.5199966431,92.5999984741,42.3199996948,78.8399963379,78.3899993896
2018-12-07,168.490005493,238.0,65.9100036621,46.4399986267,115.489997864,62.9500007629,103.61000061,137.419998169,6.7403845787,1036.57995605,119.339996338,46.2400016785,104.819999695,147.61000061,46.0,66.5400009155,90.3499984741,43.0400009155,75.9899978638,77.6399993896
2018-12-10,169.600006104,244.089996338,65.1999969482,46.8600006104,114.940002441,62.5499992371,101.709999084,141.850006104,6.66346168518,1039.55004883,121.129997253,47.2099990845,107.589996338,151.86000061,46.6699981689,64.4400024414,88.8399963379,41.9700012207,73.3799972534,76.5400009155
2018-12-11,168.630004883,245.339996338,65.4400024414,47.0900001526,115.470001221,62.2799987793,102.069999695,142.080001831,6.5,1051.75,120.88999939,47.3800010681,108.589996338,148.190002441,46.4599990845,64.6999969482,88.4199981689,41.2400016785,73.2699966431,76.6800003052
2018-12-12,169.100006104,245.550003052,65.2699966431,47.4199981689,115.620002747,61.0800018311,103.930000305,144.5,6.45192289352,1063.68005371,121.160003662,47.8300018311,109.080001831,148.899993896,47.3199996948,65.4100036621,89.25,41.4399986267,73.6399993896,76.0199966431
2018-12-13,170.949996948,248.080001831,66.1299972534,47.4700012207,115.940002441,60.7299995422,102.830001831,145.009994507,6.92307710648,1061.90002441,120.730003357,48.2900009155,109.449996948,148.88999939,47.2299995422,66.6800003052,88.8300018311,41.0200004578,73.4599990845,76.9800033569
2018-12-14,165.479995728,230.0,64.5500030518,45.8199996948,113.830001831,60.4399986267,100.080001831,144.059997559,6.82692289352,1042.09997559,119.900001526,47.8600006104,106.029998779,146.449996948,46.5999984741,65.0999984741,86.8300018311,39.0999984741,73.3000030518,75.5800018311
2018-12-17,163.940002441,221.380004883,63.1199989319,44.2000007629,112.449996948,58.7200012207,96.2099990845,140.190002441,6.875,1016.5300293,116.099998474,47.0800018311,102.88999939,143.580001831,45.7299995422,64.1100006104,85.8600006104,39.0499992371,72.5800018311,74.0400009155
2018-12-18,166.070007324,226.179992676,61.9099998474,44.0600013733,109.739997864,58.4900016785,94.0100021362,143.660003662,7.0,1028.70996094,116.650001526,47.7400016785,103.970001221,146.940002441,45.8499984741,63.1399993896,84.7300033569,37.8400001526,71.0599975586,72.0
2018-12-19,160.88999939,224.649993896,61.2799987793,43.1399993896,107.830001831,57.6800003052,92.9800033569,133.240005493,7.3653845787,1023.01000977,116.430000305,45.5699996948,103.690002441,138.509994507,46.4500007629,62.2400016785,85.1600036621,37.7900009155,70.9800033569,70.7799987793
2018-12-20,156.830001831,218.649993896,60.0,42.4900016785,104.980003357,56.7000007629,89.7399978638,133.399993896,7.15384626389,1009.40997314,113.019996643,45.5400009155,101.510002136,135.100006104,46.2400016785,60.6300010681,82.7799987793,36.2000007629,70.6100006104,68.6299972534
2018-12-21,150.729995728,208.800003052,59.7999992371,41.8499984741,104.209999084,56.8699989319,87.2600021362,124.949996948,6.875,979.539978027,110.940002441,44.8400001526,98.2300033569,129.570007324,44.0,59.9799995422,82.3799972534,35.7000007629,71.6399993896,68.1200027466
2018-12-24,146.830001831,205.160003662,57.0099983215,40.2799987793,100.989997864,55.4900016785,82.8600006104,124.059997559,6.65384626389,976.219970703,107.569999695,43.5900001526,94.1299972534,127.080001831,42.6899986267,57.1100006104,78.5,35.1899986267,68.9400024414,65.5100021362
2018-12-26,157.169998169,222.949996948,61.5,42.4700012207,107.38999939,58.4700012207,88.9899978638,134.179992676,7.10576915741,1039.45996094,111.38999939,46.1899986267,100.559997559,133.100006104,44.5900001526,60.5999984741,84.1999969482,36.6100006104,73.3099975586,68.6399993896
2018-12-27,156.149993896,225.13999939,62.2299995422,42.9099998474,109.319999695,59.3300018311,88.7900009155,134.520004272,6.9903845787,1043.88000488,113.779998779,46.3600006104,101.180000305,131.169998169,44.9700012207,60.7599983215,85.8199996948,36.3300018311,74.6299972534,68.9400024414
2018-12-28,156.229995728,223.130004883,61.6699981689,42.7700004578,108.650001526,59.1300010681,87.5199966431,133.199996948,7.22115373611,1037.07995605,113.029998779,46.75,100.38999939,133.649993896,44.8199996948,60.4700012207,84.9599990845,36.5999984741,73.4800033569,68.1699981689
2018-12-31,157.740005493,226.240005493,62.3499984741,43.3300018311,108.790000916,59.75,87.2099990845,131.089996338,7.27884626389,1035.60998535,113.669998169,46.9300003052,101.569999695,133.5,45.1500015259,61.3800010681,86.1500015259,36.0800018311,74.9700012207,68.1900024414
